,R_LH,R_LH0,R_ROD,R_ON,R_FH,R_ONFH,R_M,R_SLH,LH0_ON,LH0_FH,LH0_ONFH,LH0_M,LH0_SLH,LH0_ROD,ON_FH,ON_ONFH,ON_M,ON_SLH,ON_ROD,FH_ONFH,FH_M,FH_SLH,FH_ROD,ONFH_M,ONFH_SLH,ONFH_ROD,M_SLH,M_ROD,SLH_ROD
1497,0.788489261,-0.60911299,0.573789949,0.158966588,-0.837031595,-0.387575971,1.289322441,-0.814950046,2,3,3,2,3,2,1,1,0,1,0,3,2,3,2,2,3,2,1,0,2
1498,0.610163277,0.787299655,-0.746338815,-0.14837614,-0.421653895,-0.346523669,-0.191738417,-1.575372474,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1499,-0.598646726,0.608063375,1.254082258,0.186410987,1.06613975,0.776642839,1.242675396,-0.227401771,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,2
1500,-0.223823145,-0.599690387,1.186157276,1.501355087,1.078538927,1.744501517,-0.299655684,0.077264211,2,2,2,3,2,2,0,0,1,0,0,0,1,0,0,1,0,0,2,2,0
1501,-0.034457693,-0.224717531,0.360449806,0.234567819,0.174886138,0.333586351,0.218460559,-0.224717531,2,2,2,2,3,2,0,0,0,1,0,0,0,1,0,0,1,0,1,0,2
1502,-0.191738417,-0.036203131,-0.193515429,0.205971973,-0.009157956,0.201519638,-0.356729441,-0.57997039,2,3,2,3,3,3,1,0,1,1,1,2,3,3,3,1,1,1,3,3,3
1503,-0.190850138,-0.193515429,0.51412055,-0.248037004,0.601779673,0.202409783,0.191738417,1.107061769,3,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
1504,-0.705474554,-0.192626847,-0.094772568,-0.597603716,0.766073503,-0.028349454,-0.392281295,0.779003367,3,2,3,3,2,3,2,3,3,2,3,1,1,0,1,3,2,3,2,3,1
1505,0.862055597,-0.7065936,0.422607344,0.18020232,0.756749886,0.610163277,-0.102660495,0.059779509,2,2,2,3,2,2,0,0,1,0,0,0,1,0,0,1,0,0,2,2,0
1506,0.643066528,0.860791625,-0.142206132,-0.530113264,-0.010902392,-0.423561177,0.509149865,-0.935196877,1,1,1,0,1,1,3,3,2,3,3,3,2,3,3,2,3,3,1,1,3
1507,0.816166331,0.641994388,0.311535999,-0.16780555,1.029889384,0.510142992,-0.34189665,0.70771353,1,0,0,1,0,0,2,2,3,2,2,0,1,0,0,1,0,0,2,2,0
1508,1.410758158,0.814950046,-0.306961534,-0.527104408,0.372575834,-0.17134477,-0.504191728,0.746338815,1,0,1,1,0,1,2,3,3,2,3,1,1,0,1,3,2,3,2,3,1
1509,-0.876051407,1.410758158,-0.004796976,0.176657643,0.7065936,0.585137724,-0.436955868,-0.673395211,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,3,3,3
1510,0.618589987,-0.877332263,0.859529027,0.879898301,0.045805151,0.789679985,0.385696247,0.422607344,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1511,-0.324379602,0.617534255,-0.306047414,-0.678876017,0.741737579,-0.141325149,-0.494312363,0.655990554,1,0,1,1,0,1,2,3,3,2,3,1,1,0,1,3,2,3,2,3,1
1512,-0.5131254,-0.325299027,0.189962009,-0.088641612,0.208645329,0.1000305,0.208645329,-0.212212129,3,2,2,2,3,2,2,2,2,3,2,0,0,1,0,0,1,0,1,0,2
1513,1.691118376,-0.51412055,-1.267599952,0.144849745,0.501222792,0.429292316,-1.254082258,-2.098754444,2,2,2,3,3,3,0,0,1,1,1,0,1,1,1,1,1,1,3,3,3
1514,-0.458165309,1.691118376,-0.398883397,-1.509480397,-0.240847995,-1.462142526,1.378469251,-0.840751566,1,1,1,0,1,1,3,3,2,3,3,3,2,3,3,2,3,3,1,1,3
