datetime,R_LH,R_LH0,R_ROD,R_ON,R_FH,R_ONFH,R_M,R_SLH
2008-01-02,0.003707327120127779,,,,0.00351229302558953,,-0.02939999999999998,0.00046363074386968073
2008-01-03,0.005210482872472166,0.003707327120127779,-0.005591750884933022,0.00266762427538092,-0.004041954464057307,-0.0013851126045247852,0.004366587896845742,-0.008541762569689415
2008-01-04,-0.01580789847937858,0.005210482872472166,-0.06173979984603539,-0.017500641519117233,-0.0008357709987463213,-0.018321785989222406,-0.036909242994562996,-0.0075996091629573215
2008-01-07,0.0162527183243677,-0.01580789847937858,-0.028844550658589485,0.00705830045017497,0.009161147902869926,0.01628411048741185,-0.039374384775238025,-0.005237390413298293
2008-01-08,-0.019918722454353,0.0162527183243677,-0.016161729924541124,0.013909224011713128,-0.005720633157456301,0.008109021286180962,-0.0036308792313708427,-0.02051914559623258
2008-01-09,0.027887533642558582,-0.019918722454353,0.019856333586404373,0.0013432225661391684,0.011496558964189774,0.012855223967762619,0.002991964536946057,0.003908592176721903
2008-01-10,-0.010395241536494404,0.027887533642558582,0.0021727019498607447,-0.010362116991643577,-0.00619229903174956,-0.016490250696378883,0.01593859748498927,0.002989621630542505
2008-01-11,0.0013940520446096283,-0.010395241536494404,-0.03291764970228073,-0.011347039658465397,0.002954545454545432,-0.008426019548365304,-0.031214593247224198,0.006724752938424672
2008-01-14,0.0007709966405375912,0.0013940520446096283,0.03596287703016232,0.029582366589327114,-0.005070422535211283,0.024361948955916368,0.008989241223103184,0.00231497720098206
2008-01-15,0.013310948554982716,0.0007709966405375912,-0.06690082730168279,-0.006085453712339262,-0.0025330706445259032,-0.008603109472707815,-0.05784424379232511,-0.001018268942797218
2008-01-16,-0.02860446716572329,0.013310948554982716,-0.027751479289940817,-0.023076923076923106,0.0018291944276196404,-0.02128994082840241,-0.012829349100978105,0.006308182263596196
2008-01-17,0.006145741878841093,-0.02860446716572329,-0.0009397907399285588,0.011904016039095078,0.012940375208965404,0.024998433682100085,-0.018948655256723734,-0.006479750778816129
2008-01-18,0.0032982761839566166,0.006145741878841093,0.0015582149090003217,0.012341062079281873,0.006649427410417408,0.019072550486163076,-0.01577981651376159,-0.0014292816306238354
2008-01-22,0.010262989095574104,0.0032982761839566166,-0.03299838729686144,-0.08162758962907823,0.04667026880994185,-0.03876690236943303,0.01213138026714855,-0.006056742110296387
2008-01-23,0.008187945556835441,0.010262989095574104,-0.12469079365079372,-0.13530158730158737,0.012188853807181044,-0.12476190476190485,-0.0349655422560754,0.03631662031120797
2008-01-24,0.0016258960904589337,0.008187945556835441,-0.026476724944240693,0.007122814590977633,0.001281611658808579,0.00841355493200946,-0.04729900384847541,0.013330337751816135
2008-01-25,-0.013284749108024019,0.0016258960904589337,-0.02803807275142045,0.025603187486165524,-0.012302158273381325,0.012986054748026277,-0.04396532886590432,0.003626556143050852
2008-01-28,0.012224558125048635,-0.013284749108024019,-0.011924911524849868,-0.014002154177565673,0.0074906367041198685,-0.00661640252346507,0.0035625774473357907,-0.008874826362092914
2008-01-29,-0.0016702095353781088,0.012224558125048635,0.013230769230769157,0.008999999999999897,0.0010673172219257676,0.010076923076923094,-0.0034270047978066653,0.006571908910285584
2008-01-30,-0.016223859492446313,-0.0016702095353781088,0.021825095057034227,-0.0007604562737641984,-0.004185692541856967,-0.004942965779467734,0.030798624379060113,-0.0037811387900354987
2008-01-31,-0.008227909946300738,-0.016223859492446313,0.02965352901127183,-0.02080338906119983,0.010197775030902356,-0.010817762311823964,0.035484857754665144,0.005242983751846397
2008-02-01,-0.0017917133258676943,-0.008227909946300738,-0.0077042743906957645,0.009556263426920397,-0.008365130613443017,0.001111193421734713,-0.00754772828178174,-0.0012675216224278252
2008-02-04,-0.004083175803402561,-0.0017917133258676943,-0.010919153391668601,0.003889013536758412,0.01064367131043742,0.01457407822900314,-0.025937886770255214,0.0008324504313608205
2008-02-05,-0.0024664714043473035,-0.004083175803402561,-0.014957102725685179,-0.009718320552729476,0.019014030514452163,0.009110925518183821,-0.02227070950267107,-0.0016160061562138228
2008-02-06,-0.022202629047771816,-0.0024664714043473035,-0.03600679956730013,0.011590171534538785,0.00045829514207151867,0.012053778395920256,-0.04428615055733687,-0.003350391518093243
2008-02-07,0.0031449143424646664,-0.022202629047771816,-0.009508976145585657,-0.016558734322485447,-0.02092189714095194,-0.037134191327158006,0.026391963221522374,0.0022395487723954055
2008-02-08,0.009477150429684222,0.0031449143424646664,0.02722547644583795,0.007260127052223453,0.013760340732246634,0.021120369606468126,-0.00630201179607337,0.012358728351898662
2008-02-11,-0.0025427646786870817,0.009477150429684222,0.03254037711830704,0.018458111226032248,0.0057815795640967504,0.024346407828785166,0.0010089312551990748,0.006983240223463749
2008-02-12,-0.0008800704056324271,-0.0025427646786870817,-0.034453456933178805,0.00973348783314032,-0.010328207482212526,-0.0006952491309384357,-0.022031539888682783,-0.012014860485337175
2008-02-13,-0.002414273232749009,-0.0008800704056324271,0.03749839846252412,0.014734144778987934,0.005050505050504972,0.01985906470211396,0.016017587939698652,0.0012581143740340028
