R_LH,R_LH0,R_ROD,R_ON,R_FH,R_ONFH,R_M,R_SLH
0.010752688172043001,-0.006806028196402525,0.001468428781204123,-0.002773698808941183,-0.005399214659685847,-0.008157937673356153,0.011021549596973212,-0.0013016596160103644
-0.0016321201240411254,0.010752688172043001,-0.012411347517730431,-0.005802707930367523,-0.0014591439688715901,-0.007253384912959349,-0.004059100503328472,-0.0011411803064884651
0.0012882447665056862,-0.0016321201240411254,0.015203531142716997,-0.0014713094654242864,0.00016371971185336065,-0.0013078306359326497,0.017187755770175173,-0.0006437077566784355
0.005720641983155916,0.0012882447665056862,0.012061756191701578,0.003377291733676513,0.015547363359512678,0.018977163074943793,-0.00694444444444442,0.00015893197711380758
-0.0052390307793058755,0.005720641983155916,-0.03491862853531369,-0.013588244588402576,0.004965561428800225,-0.008690156422815565,-0.02311125278928916,-0.0034263338228096574
0.007167291089754002,-0.0052390307793058755,0.010368663594470195,-0.0036208031599735957,-0.00875454245127194,-0.012343647136273894,0.022996167305449067,0.0
0.004474988013424941,0.007167291089754002,0.011968300177907176,0.002749474365195015,-0.00919354838709674,-0.006469351447517369,0.015301969721634334,0.0032066698733366206
-0.006201044386422994,0.004474988013424941,-0.024980111376292746,-0.006523468575974634,-0.0012812299807815064,-0.007796340493237852,-0.01587556125721623,-0.0014665145836727511
0.006360078277886538,0.004571428571428671,-0.0034129692832765013,0.012807881773398977,-0.006322957198443557,-0.003900536323744541,-0.003915810083210958,0.004422604422604559
-0.00296247531270577,0.006360078277886538,-0.015394587587100994,-0.005023497002106692,-0.003908794788273662,-0.00891265597147961,-0.0014715500327010522,-0.005076142131979711
0.01900773195876293,-0.00296247531270577,0.024760647078243547,0.007263123142951633,-0.00032776138970835866,0.0069329811819083265,0.011311475409836014,0.0063219322418544
-0.0038486209108402614,0.01900773195876293,-0.014226999683844443,-0.006006955422067639,-0.0015903307888041063,-0.007587733164716948,-0.004141446320484188,-0.002559181062060212
0.006843864395989163,-0.0038486209108402614,0.011429491307147543,0.0057952350289762755,-0.00016005121638917874,0.005634256278171268,0.004322074595806136,0.001434491552438466
0.01727475800446765,0.006843864395989163,0.061492254189061235,0.005058488776477965,0.01824473104749913,0.023395510591210922,0.0497374111831943,-0.011918775750441313
0.0017449469245311988,0.01727475800446765,0.006734006734006703,0.0024886546625677575,-0.002628504672897325,-0.00014639145073935822,0.005270863836017492,0.0016020972909991382
